FACILITY,DATE,Load Number,CARRIER,CONTAINER ID,DESTINATION CITY,DESTINATION STATE,DD DATE,DD TIME,BILL DATE,BILL TIME,ZDLT LATE CODE,ON TIME? (Y/N),SPLIT? (Y/N),FRESH PRIORITY STO? (Y/N),NOTES/COMMENTS,DETAILED NOTES/COMMENTS,Reminder_x,Escalated?,Date,Shipper,Carrier,Workflow,Alert,Response Time,Raw Response,Goal,Updated data points on FK,Reminder_y,Escalated
Sioux Falls,31-Oct,4303697513.0,HILL BROS,579740,,KS,10/30/2024,21:00,10/30/2024,16:12,,,,,Email sent and no response processed,,,,2024-10-31,smithfield-foods,HILL BROTHERS TRANSPORTATION INC,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,Y
Sioux Falls,31-Oct,4303695938.0,HIRSCHBACH,6500,,TX,10/31/2024,8:30,10/30/2024,3:06,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,31-Oct,4303699784.0,HIRSCHBACH,20472,,PA,10/31/2024,12:00,10/30/2024,16:24,,,,,Email sent and no response processed,,,,2024-10-31,smithfield-foods,Hirschbach Motor Lines Inc,ready_to_pickup,,0 days 01:07:55,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED,,
Sioux Falls,31-Oct,4303702817.0,HIRSCHBACH,H20839,,WI,10/31/2024,8:00,10/30/2024,15:19,,,,,Email sent and no response processed,,,,2024-10-31,smithfield-foods,Hirschbach Motor Lines Inc,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,Y
Sioux Falls,31-Oct,4303702156.0,HIRSCHBACH,H30405,,IA,11/1/2024,21:30,10/31/2024,0:46,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,31-Oct,43036972461.0,HIRSCHBACH,30649,,NC,11/1/2024,16:30,10/30/2024,12:33,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,31-Oct,4303702205.0,HIRSCHBACH,H40235,,IA,10/31/2024,20:00,10/29/2024,18:10,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,31-Oct,4303705410.0,HIRSCHBACH,T91338,,MD,11/1/2024,17:30,10/30/2024,5:09,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,31-Oct,4303689381.0,JFI,7604,,IA,11/1/2024,5:00,10/30/2024,21:20,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,31-Oct,4303689531.0,JFI,7726,,IA,11/1/2024,5:00,10/31/2024,3:34,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,31-Oct,4303693090.0,JFI,7799,,IA,10/31/2024,2:30,10/30/2024,14:06,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,31-Oct,4303700083.0,JFI,7823,,WI,10/30/2024,19:30,10/30/2024,21:36,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,31-Oct,4303688116.0,JFI,7926,,MN,10/31/2024,2:30,10/30/2024,14:51,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,31-Oct,4303705071.0,JFI,7957,,NE,11/1/2024,2:00,10/30/2024,21:05,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,31-Oct,4303702723.0,JFI,8096,,WI,10/31/2024,8:00,10/31/2024,1:36,,,,,Email sent and no response processed,,,,2024-10-31,smithfield-foods,Johnson Feed Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,Y
Sioux Falls,31-Oct,4303689558.0,JFI,8108,,IA,10/31/2024,5:00,10/30/2024,18:10,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,31-Oct,4303688081.0,JFI,8184,,KS,10/31/2024,9:00,10/31/2024,3:59,,,,,Email sent and no response processed,,,,2024-10-31,smithfield-foods,Johnson Feed Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,Y
Sioux Falls,31-Oct,4303679592.0,JFI,8309,,IA,10/31/2024,4:30,10/30/2024,23:39,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,31-Oct,4303693085.0,JFI,8406,,KS,10/30/2024,9:00,10/29/2024,23:19,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,31-Oct,4303693123.0,JFI,8407,,IA,10/31/2024,9:00,10/31/2024,3:57,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,31-Oct,4303703711.0,JFI,8446,,KS,10/31/2024,18:30,10/30/2024,18:46,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,31-Oct,4303699583.0,K&B,12448,,IL,10/31/2024,11:30,10/29/2024,19:18,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,31-Oct,4303588139.0,PRIME,240659,MONTGOMERY,IL,10/31/2024,6:30,10/31/2024,0:21,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,31-Oct,4303654079.0,STEVENS,17460,HIDALGO,TX,10/29/2024,18:30,10/30/2024,19:04,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,31-Oct,4303654788.0,PRIME,253378,HIDALGO,TX,10/29/2024,20:00,10/30/2024,19:05,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,31-Oct,4303684185.0,STATELINE,7,Cudahy,WI,10/31/2024,10:00,10/30/2024,16:47,,,,,Email sent and no response processed,,,,2024-10-31,smithfield-foods,ST Freight LLC,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,,
Sioux Falls,31-Oct,4303685966.0,SWIFT,R20214,Salt Lake City,UT,10/30/2024,13:00,10/30/2024,13:44,,,,,Email sent and no response processed,,,,2024-10-31,smithfield-foods,Swift Transportation Company,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,Y
Sioux Falls,31-Oct,4303690713.0,SWIFT,583019,Salt Lake City,UT,10/30/2024,13:00,10/30/2024,19:08,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,31-Oct,4303691563.0,RAIDER,531232,Lincoln,NE,10/30/2024,18:30,10/30/2024,5:14,,,,,Email sent and no response processed,,,,2024-10-31,smithfield-foods,Raider Express Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,Y
Sioux Falls,31-Oct,4303691950.0,RAIDER,531225,Junction City,KS,10/31/2024,9:00,10/31/2024,2:12,,,,,Email sent and no response processed,,,,2024-10-31,smithfield-foods,Raider Express Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,Y
Sioux Falls,31-Oct,4303697516.0,WINDWALKER,5150,Greenfield,IN,11/1/2024,8:30,10/30/2024,22:22,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,31-Oct,4303698202.0,STEVENS,18706,HOUSTON,TX,10/31/2024,8:30,10/30/2024,21:56,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,31-Oct,4303698720.0,PRIME,241534,COUNCIL BLUFFS,IA,10/31/2024,5:30,10/30/2024,21:33,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,31-Oct,4303698764.0,LARSEN,956,Orange City,IA,10/31/2024,3:30,10/31/2024,4:41,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,31-Oct,4303703669.0,WINDWALKER,5067,Olathe,KS,10/31/2024,6:00,10/30/2024,14:15,,,,,Email sent and no response processed,,,,2024-10-31,smithfield-foods,WINDWALKER TRANSPORTATION INC,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,,
Sioux Falls,31-Oct,4303703710.0,TRANSAM,262512,North East,MD,11/1/2024,0:30,10/31/2024,2:08,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,31-Oct,4303704752.0,PRIME,216160,OMAHA,NE,11/1/2024,3:00,10/30/2024,16:47,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,31-Oct,4303705340.0,WINDWALKER,5117,Olathe,KS,11/1/2024,3:00,10/30/2024,23:46,,,,,Email not sent,,,,,,,,,,,,,,
Sioux Falls,31-Oct,4303706179.0,NATIONWIDE,5561,Greenfield,IN,11/1/2024,8:30,10/31/2024,2:06,,,,,Email sent and no response processed,,,,2024-11-01,smithfield-foods,"Nationwide Transportation, Inc. (NTWD)",ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Clinton,1-Nov,4303698126.0,HIRP,6349,Lincoln,NE,10/29/2024,16:00,10/29/2024,23:33,,,,,Email not sent,,,,,,,,,,,,,,
Clinton,1-Nov,4303705992.0,CRED,28632,GREENSBORO,NC,11/1/2024,1:30,11/1/2024,0:19,,,,,Email not sent,,,,,,,,,,,,,,
Clinton,1-Nov,4303707776.0,CRED,27782,Wilson,NC,11/1/2024,2:30,10/31/2024,20:00,,,,,Email not sent,,,,,,,,,,,,,,
Clinton,1-Nov,4303696109.0,CRED,28682,BURGAW,NC,11/1/2024,4:00,11/1/2024,0:51,,,,,Email not sent,,,,,,,,,,,,,,
Clinton,1-Nov,4303696240.0,HIRS,H30469,Middlesboro,KY,11/1/2024,8:00,10/31/2024,12:35,,,,,Email sent and no response processed,,,,2024-11-01,smithfield-foods,Hirschbach Motor Lines Inc,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Clinton,1-Nov,4303705546.0,PRIJ,250834,Greenfield,IN,11/1/2024,10:30,10/31/2024,0:07,,,,,Email sent and no response processed,,,,2024-11-01,smithfield-foods,Prime Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Clinton,1-Nov,4303707393.0,SHGR,52307,Greenfield,IN,11/1/2024,10:30,10/30/2024,23:06,,,,,Email sent and no response processed,,,,2024-11-01,smithfield-foods,Schuster Co.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Clinton,1-Nov,4303701582.0,HIRS,H30228,Lincoln,NE,11/1/2024,11:00,10/30/2024,17:28,,,,,Email sent and no response processed,,,,2024-11-01,smithfield-foods,Hirschbach Motor Lines Inc,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Clinton,1-Nov,4303701692.0,HIRS,H20162,Lincoln,NE,11/1/2024,11:00,10/31/2024,12:35,,,,,Email sent and no response processed,,,,2024-11-01,smithfield-foods,Hirschbach Motor Lines Inc,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Clinton,1-Nov,4303707392.0,DMCC,10180,Olathe,KS,11/1/2024,15:00,10/31/2024,23:08,,,,,Email not sent,,,,,,,,,,,,,,
Clinton,1-Nov,4303705801.0,PRIJ,251443,MEMPHIS,TN,11/1/2024,16:00,10/31/2024,8:27,,,,,Email not sent,,,,,,,,,,,,,,
Clinton,1-Nov,4303701826.0,HIRP,H30403,Lincoln,NE,11/1/2024,17:00,10/30/2024,23:06,,,,,Email not sent,,,,,,,,,,,,,,
Clinton,1-Nov,4303697514.0,HIRS,H40276,OKLAHOMA CITY,OK,11/1/2024,22:00,10/31/2024,23:10,,,,,Email not sent,,,,,,,,,,,,,,
Clinton,1-Nov,4303701822.0,PRIJ,190249,Kansas City,MO,11/2/2024,21:00,10/31/2024,9:31,,,,,Email not sent,,,,,,,,,,,,,,
Clinton,1-Nov,4303701864.0,PRIJ,200704,Kansas City,MO,11/2/2024,21:00,10/31/2024,5:59,,,,,Email not sent,,,,,,,,,,,,,,
Clinton,1-Nov,4303701866.0,PRIJ,232332,Kansas City,MO,11/2/2024,21:00,10/31/2024,11:45,,,,,Email not sent,,,,,,,,,,,,,,
Clinton,1-Nov,4303701867.0,PRIJ,200954,Kansas City,MO,11/2/2024,21:00,10/31/2024,17:44,,,,,Email not sent,,,,,,,,,,,,,,
Clinton,1-Nov,4303701915.0,DMCC,10025,Kansas City,MO,11/2/2024,21:00,10/31/2024,17:48,,,,,Email not sent,,,,,,,,,,,,,,
Clinton,1-Nov,4303702002.0,DMCC,14242,Kansas City,MO,11/2/2024,21:00,10/31/2024,5:43,,,,,Email not sent,,,,,,,,,,,,,,
Clinton,1-Nov,4303701597.0,AKHT,53283,Lincoln,NE,11/3/2024,16:00,11/1/2024,0:53,,,,,Email not sent,,,,,,,,,,,,,,
Clinton,1-Nov,4303701827.0,HIRP,H30127,Lincoln,NE,11/3/2024,16:00,10/31/2024,6:19,,,,,Email not sent,,,,,,,,,,,,,,
Clinton,1-Nov,4303702006.0,AKHT,S5322118,Lincoln,NE,11/3/2024,16:00,10/31/2024,22:48,,,,,Email not sent,,,,,,,,,,,,,,
Crete,1-Nov,4303704773.0,AKHT,5321002,BURGAW,NC,11/3/2024,14:30,10/31/2024,20:11,,,,,Email not sent,,,,,,,,,,,,,,
Crete,1-Nov,4303697587.0,AKHT,5324625,Cudahy,WI,11/4/2024,10:00,10/31/2024,9:00,,,,,Email not sent,,,,,,,,,,,,,,
Crete,1-Nov,4303703686.0,BTDQ,246,LINCOLN,NE,11/1/2024,9:00,10/31/2024,20:30,,,,,Email sent and no response processed,,,,2024-11-01,smithfield-foods,Buhr's Trucking,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,,
Crete,1-Nov,4303693109.0,HIRP,H30618,Carroll,IA,11/1/2024,2:00,10/31/2024,21:32,,,,,Email not sent,,,,,,,,,,,,,,
Crete,1-Nov,4303707202.0,HIRP,95297,DUBUQUE,IA,11/3/2024,20:00,10/31/2024,13:06,,,,,Email not sent,,,,,,,,,,,,,,
Crete,1-Nov,4303695324.0,HIRS,469,Tar Heel,NC,11/2/2024,9:30,10/31/2024,12:55,,,,,Email not sent,,,,,,,,,,,,,,
Crete,1-Nov,4303695701.0,HIRS,H00268,North East,MD,11/2/2024,10:30,11/1/2024,0:14,,,,,Email not sent,,,,,,,,,,,,,,
Crete,1-Nov,4303691691.0,HLBO,579603,Junction City,KS,11/1/2024,2:00,10/31/2024,19:30,,,,,Email sent and no response processed,,,,2024-11-01,smithfield-foods,HILL BROTHERS TRANSPORTATION INC,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,Y
Crete,1-Nov,4303697475.0,JOFD,7611,Lincoln,NE,11/1/2024,4:30,10/31/2024,17:28,,,,,Email sent and no response processed,,,,2024-11-01,smithfield-foods,Johnson Feed Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Crete,1-Nov,4303691494.0,MOEE,3002,Lincoln,NE,Densio,4:30,10/31/2024,19:02,,,,,Email not sent,,,,,,,,,,,,,,
Crete,1-Nov,4303691874.0,MOEE,3020,Omaha,NE,11/1/2024,4:30,10/31/2024,14:39,,,,,Email sent and no response processed,,,,2024-11-01,smithfield-foods,Moeller Trucking Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Crete,1-Nov,4303706589.0,PTGB,1185,Omaha,NE,11/4/2024,3:30,10/31/2024,10:42,,,,,Email not sent,,,,,,,,,,,,,,
Crete,1-Nov,4303702559.0,PTGB,1148,Omaha,NE,11/4/2024,8:30,10/31/2024,20:48,,,,,Email sent and no response processed,,,,2024-11-04,smithfield-foods,Potter Transport Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,,
Sioux  Falls,1-Nov,4303670175.0,LRKF,2014 FARMER FGT PHN,BOUCHERVILLE,QC,10/30/2024,21:30,,0:00,,,,,Email not sent,,,,,,,,,,,,,,
Sioux  Falls,1-Nov,4303691564.0,WWIK,5059,Lincoln,NE,10/31/2024,18:30,10/31/2024,11:38,,,,,Email sent and no response processed,,,,2024-11-01,smithfield-foods,WINDWALKER TRANSPORTATION INC,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Sioux  Falls,1-Nov,4303691660.0,RDXO,R531273,Lincoln,NE,10/31/2024,18:30,10/31/2024,16:32,,,,,Email sent and no response processed,,,,2024-11-01,smithfield-foods,Raider Express Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,Y
Sioux  Falls,1-Nov,4303691879.0,RDXO,R531784,Junction City,KS,10/31/2024,21:00,10/31/2024,18:52,,,,,Email sent and no response processed,,,,2024-11-01,smithfield-foods,Raider Express Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,Y
Sioux  Falls,1-Nov,4303691910.0,RDXO,R531528,Junction City,KS,10/31/2024,21:00,10/31/2024,20:16,,,,,Email sent and no response processed,,,,2024-11-01,smithfield-foods,Raider Express Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,Y
Sioux  Falls,1-Nov,4303650609.0,MCFG,5182,AUSTIN,MN,11/1/2024,1:00,10/31/2024,21:41,,,,,Email not sent,,,,,,,,,,,,,,
Sioux  Falls,1-Nov,4303693091.0,JOFD,7691,Carroll,IA,11/1/2024,1:00,10/31/2024,22:26,,,,,Email not sent,,,,,,,,,,,,,,
Sioux  Falls,1-Nov,4303696055.0,PRIJ,PHN,ORANGE CITY,IA,11/1/2024,2:30,,0:00,,,,,Email not sent,,,,,,,,,,,,,,
Sioux  Falls,1-Nov,4303698279.0,JOFD,7897,COUNCIL BLUFFS,IA,11/1/2024,2:30,11/1/2024,0:01,,,,,Email not sent,,,,,,,,,,,,,,
Sioux  Falls,1-Nov,4303698285.0,LSNC,986,Orange City,IA,11/1/2024,3:30,11/1/2024,3:16,,,,,Email sent and no response processed,,,,2024-11-01,smithfield-foods,Larsen Logistics,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Sioux  Falls,1-Nov,4303691791.0,JOFD,7629,Omaha,NE,11/1/2024,4:00,11/1/2024,2:02,,,,,Email not sent,,,,,,,,,,,,,,
Sioux  Falls,1-Nov,4303697389.0,PTGB,1150,Omaha,NE,11/1/2024,6:00,11/1/2024,1:39,,,,,Email sent and no response processed,,,,2024-11-01,smithfield-foods,Potter Transport Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Sioux  Falls,1-Nov,4303708077.0,STVV,17375,HOUSTON,TX,11/1/2024,8:00,10/31/2024,18:30,,,,,Email sent and no response processed,,,,2024-11-01,smithfield-foods,Stevens Transport,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Sioux  Falls,1-Nov,4303706179.0,NTWD,5561,Greenfield,IN,11/1/2024,8:30,10/31/2024,2:06,,,,,Email sent and no response processed,,,,2024-11-01,smithfield-foods,"Nationwide Transportation, Inc. (NTWD)",ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Sioux  Falls,1-Nov,4303697642.0,JOFD,8304,Olathe,KS,11/1/2024,15:00,10/31/2024,4:39,,,,,Email not sent,,,,,,,,,,,,,,
Sioux  Falls,1-Nov,4303705375.0,BTIK,1801,Olathe,KS,11/1/2024,16:00,10/31/2024,12:18,,,,,Email not sent,,,,,,,,,,,,,,
Sioux  Falls,1-Nov,4303697246.0,HIRP,30649,Tar Heel,NC,11/1/2024,16:30,10/30/2024,12:23,,,,,Email sent and no response processed,,,,2024-11-02,smithfield-foods,Hirschbach Motor Lines Inc,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Sioux  Falls,1-Nov,4303705410.0,HIRS,T91338,North East,MD,11/1/2024,17:30,10/30/2024,5:09,,,,,Email not sent,,,,,,,,,,,,,,
Sioux  Falls,1-Nov,4303651873.0,STVV,17776,HIDALGO,TX,11/1/2024,20:00,10/31/2024,14:12,,,,,Email not sent,,,,,,,,,,,,,,
Sioux  Falls,1-Nov,4303697245.0,SFHM,500 C RED,Tar Heel,NC,11/1/2024,21:30,11/1/2024,2:19,,,,,Email not sent,,,,,,,,,,,,,,
Sioux  Falls,1-Nov,4303706696.0,PRIJ,215400,LAREDO,TX,11/1/2024,22:30,10/31/2024,7:30,,,,,Email not sent,,,,,,,,,,,,,,
Sioux  Falls,1-Nov,4303699803.0,STVV,16335,North East,MD,11/1/2024,23:30,10/31/2024,14:06,,,,,Email sent and no response processed,,,,2024-11-02,smithfield-foods,Stevens Transport,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Sioux  Falls,1-Nov,4303704691.0,HIRS,H30245,OMAHA,NE,11/2/2024,2:00,10/31/2024,6:43,,,,,Email not sent,,,,,,,,,,,,,,
Sioux  Falls,1-Nov,4303705072.0,SHAF,841477,OMAHA,NE,11/2/2024,2:00,10/31/2024,20:06,,,,,Email not sent,,,,,,,,,,,,,,
Sioux  Falls,1-Nov,4303697643.0,HIRP,H30444,Olathe,KS,11/2/2024,3:00,10/31/2024,9:57,,,,,Email not sent,,,,,,,,,,,,,,
Sioux  Falls,1-Nov,4303704689.0,HIRS,6647,OMAHA,NE,11/2/2024,3:00,10/31/2024,19:34,,,,,Email not sent,,,,,,,,,,,,,,
Sioux  Falls,1-Nov,4303706695.0,PRIJ,201934,OAKLAND,CA,11/2/2024,3:30,10/31/2024,15:03,,,,,Email sent and no response processed,,,,2024-11-02,smithfield-foods,Prime Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Sioux  Falls,1-Nov,4303704690.0,HIRS,T30587,OMAHA,NE,11/2/2024,4:00,10/31/2024,19:04,,,,,Email not sent,,,,,,,,,,,,,,
Sioux  Falls,1-Nov,4303696207.0,HIRS,H00371,Tar Heel,NC,11/2/2024,5:30,10/31/2024,13:27,,,,,Email not sent,,,,,,,,,,,,,,
Sioux  Falls,1-Nov,4303697481.0,EHOF,20789,Greenfield,IN,11/2/2024,5:30,10/31/2024,12:52,,,,,Email sent and no response processed,,,,2024-11-02,smithfield-foods,Eickhoff Enterprises Inc,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Sioux  Falls,1-Nov,4303697626.0,JOFD,8191,Tar Heel,NC,11/2/2024,7:30,11/1/2024,2:17,,,,,Email not sent,,,,,,,,,,,,,,
Sioux  Falls,1-Nov,4303707005.0,PRIJ,201943,OAKLAND,CA,11/2/2024,7:30,10/31/2024,16:17,,,,,Email sent and no response processed,,,,2024-11-02,smithfield-foods,Prime Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Sioux  Falls,1-Nov,4303697497.0,SHAF,840920,North East,MD,11/2/2024,8:30,10/31/2024,9:45,,,,,Email not sent,,,,,,,,,,,,,,
Sioux  Falls,1-Nov,4303697560.0,KBTO,12330,Greenfield,IN,11/2/2024,8:30,11/1/2024,1:42,,,,,Email sent and no response processed,,,,2024-11-02,smithfield-foods,K and B Transportation Inc.,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,Y
Sioux  Falls,1-Nov,4303701048.0,TAMI,262012,MILLERSBURG,OH,11/2/2024,12:00,10/31/2024,11:31,,,,,Email not sent,,,,,,,,,,,,,,
Sioux  Falls,1-Nov,4303706220.0,HIRP,H30701,Olathe,KS,11/2/2024,12:00,11/1/2024,3:01,,,,,Email not sent,,,,,,,,,,,,,,
Sioux  Falls,1-Nov,4303697604.0,DKCR,9387,Greenfield,IN,11/2/2024,15:30,11/1/2024,2:14,,,,,Email not sent,,,,,,,,,,,,,,
Sioux  Falls,1-Nov,4303706259.0,PBTI,991,Greenfield,IN,11/2/2024,18:30,10/31/2024,18:11,,,,,Email not sent,,,,,,,,,,,,,,
Sioux  Falls,1-Nov,4303707681.0,PRIJ,190208,CHICAGO,IL,11/3/2024,2:30,10/31/2024,18:50,,,,,Email not sent,,,,,,,,,,,,,,
Sioux  Falls,1-Nov,4303706175.0,JOFD,8370,Tar Heel,NC,11/3/2024,6:30,11/1/2024,2:27,,,,,Email not sent,,,,,,,,,,,,,,
Sioux  Falls,1-Nov,4303705224.0,HIRS,H30301,TEMPLE,TX,11/3/2024,10:00,11/1/2024,2:14,,,,,Email sent and no response processed,,,,2024-11-04,smithfield-foods,Hirschbach Motor Lines Inc,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,
Sioux  Falls,1-Nov,4303703954.0,JOFD,7640,MOUNT PLEASANT,IA,11/3/2024,23:30,11/1/2024,0:12,,,,,Email not sent,,,,,,,,,,,,,,
Sioux  Falls,1-Nov,4303704727.0,HEYL,22108,ORANGE CITY,IA,11/4/2024,2:30,10/31/2024,19:49,,,,,Email not sent,,,,,,,,,,,,,,
Sioux  Falls,1-Nov,4303704882.0,JOFD,7620,ORANGE CITY,IA,11/4/2024,2:30,10/31/2024,21:11,,,,,Email not sent,,,,,,,,,,,,,,
Sioux  Falls,1-Nov,4303697834.0,JOFD,7684,Sioux Center,IA,11/4/2024,5:00,10/31/2024,22:09,,,,,Email not sent,,,,,,,,,,,,,,
Sioux  Falls,1-Nov,4303700213.0,JOFD,7983,Sioux Center,IA,11/4/2024,5:00,11/1/2024,0:35,,,,,Email not sent,,,,,,,,,,,,,,
Denison,1-Nov,4303704854.0,CPU,2047,OMAHA,NE,10/30/2024,19:37,10/31/2024,19:37,502.0,,,,Email not sent,,,,,,,,,,,,,,
Denison,1-Nov,4303697287.0,HIRS,40197,POMPANO BEACH,FL,10/31/2024,17:00,10/31/2024,0:06,,,,,Email sent and no response processed,,,,2024-11-01,smithfield-foods,Hirschbach Motor Lines Inc,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,,
Denison,1-Nov,4303701369.0,HLBO,579577,KANSAS CITY,KS,10/31/2024,17:30,10/31/2024,17:16,,,,,Email sent and no response processed,,,,2024-11-01,smithfield-foods,HILL BROTHERS TRANSPORTATION INC,ready_to_pickup,,,,SUCCESS,FETCHED_CARRIER_SCAC; LOAD_UPDATED; MAIL_SENT_TO_CARRIER,Y,Y
